Russian Federation, Cohort fertility rates by birth cohort and age (horizontal parallelograms, age in completed years (ACY))
Last modified: 22/10/2020
Cohort  Age        ASFR
1904     12-          .
1904     13           .
1904     14           .
1904     15           .
1904     16           .
1904     17           .
1904     18           .
1904     19           .
1904     20           .
1904     21           .
1904     22           .
1904     23           .
1904     24           .
1904     25           .
1904     26           .
1904     27           .
1904     28           .
1904     29           .
1904     30           .
1904     31           .
1904     32           .
1904     33           .
1904     34           .
1904     35           .
1904     36           .
1904     37           .
1904     38           .
1904     39           .
1904     40           .
1904     41           .
1904     42           .
1904     43           .
1904     44           .
1904     45           .
1904     46           .
1904     47           .
1904     48           .
1904     49           .
1904     50           .
1904     51           .
1904     52           .
1904     53           .
1904     54           .
1904     55+    0.00072
1905     12-          .
1905     13           .
1905     14           .
1905     15           .
1905     16           .
1905     17           .
1905     18           .
1905     19           .
1905     20           .
1905     21           .
1905     22           .
1905     23           .
1905     24           .
1905     25           .
1905     26           .
1905     27           .
1905     28           .
1905     29           .
1905     30           .
1905     31           .
1905     32           .
1905     33           .
1905     34           .
1905     35           .
1905     36           .
1905     37           .
1905     38           .
1905     39           .
1905     40           .
1905     41           .
1905     42           .
1905     43           .
1905     44           .
1905     45           .
1905     46           .
1905     47           .
1905     48           .
1905     49           .
1905     50           .
1905     51           .
1905     52           .
1905     53           .
1905     54     0.00024
1905     55+    0.00053
1906     12-          .
1906     13           .
1906     14           .
1906     15           .
1906     16           .
1906     17           .
1906     18           .
1906     19           .
1906     20           .
1906     21           .
1906     22           .
1906     23           .
1906     24           .
1906     25           .
1906     26           .
1906     27           .
1906     28           .
1906     29           .
1906     30           .
1906     31           .
1906     32           .
1906     33           .
1906     34           .
1906     35           .
1906     36           .
1906     37           .
1906     38           .
1906     39           .
1906     40           .
1906     41           .
1906     42           .
1906     43           .
1906     44           .
1906     45           .
1906     46           .
1906     47           .
1906     48           .
1906     49           .
1906     50           .
1906     51           .
1906     52           .
1906     53     0.00023
1906     54     0.00021
1906     55+    0.00042
1907     12-          .
1907     13           .
1907     14           .
1907     15           .
1907     16           .
1907     17           .
1907     18           .
1907     19           .
1907     20           .
1907     21           .
1907     22           .
1907     23           .
1907     24           .
1907     25           .
1907     26           .
1907     27           .
1907     28           .
1907     29           .
1907     30           .
1907     31           .
1907     32           .
1907     33           .
1907     34           .
1907     35           .
1907     36           .
1907     37           .
1907     38           .
1907     39           .
1907     40           .
1907     41           .
1907     42           .
1907     43           .
1907     44           .
1907     45           .
1907     46           .
1907     47           .
1907     48           .
1907     49           .
1907     50           .
1907     51           .
1907     52     0.00023
1907     53     0.00020
1907     54     0.00015
1907     55+    0.00035
1908     12-          .
1908     13           .
1908     14           .
1908     15           .
1908     16           .
1908     17           .
1908     18           .
1908     19           .
1908     20           .
1908     21           .
1908     22           .
1908     23           .
1908     24           .
1908     25           .
1908     26           .
1908     27           .
1908     28           .
1908     29           .
1908     30           .
1908     31           .
1908     32           .
1908     33           .
1908     34           .
1908     35           .
1908     36           .
1908     37           .
1908     38           .
1908     39           .
1908     40           .
1908     41           .
1908     42           .
1908     43           .
1908     44           .
1908     45           .
1908     46           .
1908     47           .
1908     48           .
1908     49           .
1908     50           .
1908     51     0.00028
1908     52     0.00021
1908     53     0.00015
1908     54     0.00014
1908     55+    0.00023
1909     12-          .
1909     13           .
1909     14           .
1909     15           .
1909     16           .
1909     17           .
1909     18           .
1909     19           .
1909     20           .
1909     21           .
1909     22           .
1909     23           .
1909     24           .
1909     25           .
1909     26           .
1909     27           .
1909     28           .
1909     29           .
1909     30           .
1909     31           .
1909     32           .
1909     33           .
1909     34           .
1909     35           .
1909     36           .
1909     37           .
1909     38           .
1909     39           .
1909     40           .
1909     41           .
1909     42           .
1909     43           .
1909     44           .
1909     45           .
1909     46           .
1909     47           .
1909     48           .
1909     49           .
1909     50     0.00045
1909     51     0.00025
1909     52     0.00016
1909     53     0.00014
1909     54     0.00011
1909     55+    0.00023
1910     12-          .
1910     13           .
1910     14           .
1910     15           .
1910     16           .
1910     17           .
1910     18           .
1910     19           .
1910     20           .
1910     21           .
1910     22           .
1910     23           .
1910     24           .
1910     25           .
1910     26           .
1910     27           .
1910     28           .
1910     29           .
1910     30           .
1910     31           .
1910     32           .
1910     33           .
1910     34           .
1910     35           .
1910     36           .
1910     37           .
1910     38           .
1910     39           .
1910     40           .
1910     41           .
1910     42           .
1910     43           .
1910     44           .
1910     45           .
1910     46           .
1910     47           .
1910     48           .
1910     49     0.00086
1910     50     0.00036
1910     51     0.00020
1910     52     0.00015
1910     53     0.00012
1910     54     0.00009
1910     55+    0.00017
1911     12-          .
1911     13           .
1911     14           .
1911     15           .
1911     16           .
1911     17           .
1911     18           .
1911     19           .
1911     20           .
1911     21           .
1911     22           .
1911     23           .
1911     24           .
1911     25           .
1911     26           .
1911     27           .
1911     28           .
1911     29           .
1911     30           .
1911     31           .
1911     32           .
1911     33           .
1911     34           .
1911     35           .
1911     36           .
1911     37           .
1911     38           .
1911     39           .
1911     40           .
1911     41           .
1911     42           .
1911     43           .
1911     44           .
1911     45           .
1911     46           .
1911     47           .
1911     48     0.00120
1911     49     0.00058
1911     50     0.00029
1911     51     0.00018
1911     52     0.00013
1911     53     0.00009
1911     54     0.00008
1911     55+    0.00024
1912     12-          .
1912     13           .
1912     14           .
1912     15           .
1912     16           .
1912     17           .
1912     18           .
1912     19           .
1912     20           .
1912     21           .
1912     22           .
1912     23           .
1912     24           .
1912     25           .
1912     26           .
1912     27           .
1912     28           .
1912     29           .
1912     30           .
1912     31           .
1912     32           .
1912     33           .
1912     34           .
1912     35           .
1912     36           .
1912     37           .
1912     38           .
1912     39           .
1912     40           .
1912     41           .
1912     42           .
1912     43           .
1912     44           .
1912     45           .
1912     46           .
1912     47     0.00192
1912     48     0.00112
1912     49     0.00049
1912     50     0.00026
1912     51     0.00016
1912     52     0.00010
1912     53     0.00008
1912     54     0.00007
1912     55+    0.00013
1913     12-          .
1913     13           .
1913     14           .
1913     15           .
1913     16           .
1913     17           .
1913     18           .
1913     19           .
1913     20           .
1913     21           .
1913     22           .
1913     23           .
1913     24           .
1913     25           .
1913     26           .
1913     27           .
1913     28           .
1913     29           .
1913     30           .
1913     31           .
1913     32           .
1913     33           .
1913     34           .
1913     35           .
1913     36           .
1913     37           .
1913     38           .
1913     39           .
1913     40           .
1913     41           .
1913     42           .
1913     43           .
1913     44           .
1913     45           .
1913     46     0.00311
1913     47     0.00154
1913     48     0.00083
1913     49     0.00039
1913     50     0.00023
1913     51     0.00013
1913     52     0.00009
1913     53     0.00007
1913     54     0.00006
1913     55+    0.00008
1914     12-          .
1914     13           .
1914     14           .
1914     15           .
1914     16           .
1914     17           .
1914     18           .
1914     19           .
1914     20           .
1914     21           .
1914     22           .
1914     23           .
1914     24           .
1914     25           .
1914     26           .
1914     27           .
1914     28           .
1914     29           .
1914     30           .
1914     31           .
1914     32           .
1914     33           .
1914     34           .
1914     35           .
1914     36           .
1914     37           .
1914     38           .
1914     39           .
1914     40           .
1914     41           .
1914     42           .
1914     43           .
1914     44           .
1914     45     0.00593
1914     46     0.00288
1914     47     0.00131
1914     48     0.00073
1914     49     0.00035
1914     50     0.00020
1914     51     0.00012
1914     52     0.00008
1914     53     0.00006
1914     54     0.00004
1914     55+    0.00005
1915     12-          .
1915     13           .
1915     14           .
1915     15           .
1915     16           .
1915     17           .
1915     18           .
1915     19           .
1915     20           .
1915     21           .
1915     22           .
1915     23           .
1915     24           .
1915     25           .
1915     26           .
1915     27           .
1915     28           .
1915     29           .
1915     30           .
